Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
J;"Chen, JL; Nair, R; Siadaty, M; Brown, K; Meah, Y; Taylor, AD; He, XY; Fan, LD";;;;"Chen, Jieling; Nair, Radhika; Siadaty, Mir; Brown, Katelyn; Meah, Yunus; Taylor, April Dawn; He, Xuanyao; Fan, Ludi";;;Treatment Patterns and Characteristics of Individuals Initiating High-Dose Insulin for Type 2 Diabetes Mellitus;JOURNAL OF MANAGED CARE & SPECIALTY PHARMACY;;;;;;;;;;;;"BACKGROUND: Few studies have examined patient characteristics and treatment patterns of high-dose insulin therapy (>200 units/day) among patients with type 2 diabetes mellitus (T2DM). OBJECTIVE: To understand patient characteristics, dosing, adherence, and persistence related to high-dose insulin therapy. METHODS: This was a retrospective observational study that used administrative claims from a large national health plan. Patients were identified who had been diagnosed with T2DM and who were aged 18-89 years, enrolled in a commercial or Medicare Advantage Prescription Drug plan, newly initiated on a total daily dose (TDD) >200 units of insulin between January 2011 and August 2015. Patients were required to be enrolled 6 months before and 12 months after the index date. Patients were categorized to Regimen-100 if treated with U-100 insulin only or Regimen-500 if treated with U-500R with or without U-100. Baseline demographic and clinical characteristics were evaluated. An adjustment factor for the days supply was calculated as the ratio of median time between insulin claims, and median pharmacy reported days supply for each insulin prescription. Adjusted days supply, quantity, and concentration were used to calculate TDD for each quarter after the index date. Adherence was measured as the proportion of days covered (PDC) for each regimen. Persistence was measured in 2 ways: the percentage of patients remaining on index medications in each quarter and the proportion of patients who maintained TDD >200 units during all 4 quarters of the 12-month post-index period. RESULTS: We identified 2,339 patients newly titrated up to TDD >200 units on either Regimen-100 (2,062, 88.2%) or Regimen-500 (277, 11.8%). Patients on Regimen-500 were slightly younger with higher prevalence of comorbidities. The mean TDD (SD) for Regimen-100 decreased from 228.6 (36.0) units during the first quarter to 194.2 (181.4) units during the last quarter. The mean TDD (SD) for Regimen-500 increased from 294.2 (102.2) units in the first quarter to 304.8 (281.6) units in last quarter. The average adherence to the high-dose insulin regimen was 68.2% (30.7; median 72.6%) for the Regimen-100 cohort and 75.5% (27.0; median 85.2%) for the Regimen-500 cohort. In the Regimen-100 and Regimen-500 cohorts, 45.3% and 55.2% had a PDC >= 80%, respectively. Only 23.0% and 51.6% of patients maintained TDD >200 units for the Regimen-100 and Regimen-500 cohorts, respectively, throughout the 4 quarters after the index date. CONCLUSIONS: We observed that many patients did not maintain high-dose insulin use over time, especially those on standard U-100 insulin only. This dosing pattern appears to reflect the differences in patient characteristics, insulin needs, and adherence/persistence behavior between those on Regimen-100 and those on Regimen-500. Copyright (C) 2020, Academy of Managed Care Pharmacy. An rights reserved.";;;;;;;;;;;;;;;;;;;2376-0540;2376-1032;;;;JUL;2020;26;7;;;;;839;+;;;;;;;;;;;32584684;;;;;WOS:000544082000007;
C;"Jeon, CE; Hwang, SH; Choi, BJ";;;IEEE;"Jeon, Cha-Eul; Hwang, Seung-Hoon; Choi, Byoung-Jo";;;Antenna Switching Scheme for Downlink Time Switched Transmit Diversity with ARQ in the WCDMA LCR-TDD System;2009 IEEE 20TH INTERNATIONAL SYMPOSIUM ON PERSONAL, INDOOR AND MOBILE RADIO COMMUNICATIONS;;;;;20th IEEE Symposium on Personal, Indoor and Mobile Radio Communications;SEP 13-16, 2009;Tokyo, JAPAN;IEEE,Tohoku Univ, RIEC,IEEE Commun Soc,Natl Inst Informat & Commun Technol (NICT);;;;In this paper, the antenna switching scheme is proposed for Time Switched Transmit Diversity (TSTD) with ARQ (automatic repeat request) in WCDMA LCR-TDD systems, and the system performances are also investigated. The proposed TSTD system employs the ARQ scheme in which the receiver sends the acknowledgement signal (ACK or NACK) to the transmitter in order to predict the condition of the channel. For the ARQ-aided TSTD system, the proposed antenna switching pattern triggers the transmit antenna switches. Simulation results demonstrate that the performances of the TSTD systems can be improved by applying the ARQ scheme. Furthermore, the performances of ARQ-aided TSTD systems may be significantly improved by applying the proposed antenna switching scheme, especially when the mobile speed is low.;;;;;;;;;;;;;;;;;;;;;978-1-4244-5123-4;;;;2009;;;;;;;2395;2398;;10.1109/PIMRC.2009.5449879;http://dx.doi.org/10.1109/PIMRC.2009.5449879;;;;;;;;;;;;;WOS:000305824602082;
J;"Akabane, K; Nakagawa, M";;;;"Akabane, K; Nakagawa, M";;;Hybrid DS/SFH-TDD cellular system with adaptive hopping pattern control;IEICE TRANSACTIONS ON COMMUNICATIONS;;;;;;;;;;;;Hybrid direct sequence/slow frequency hopping-time division duplex (DS/SFH-TDD) multiple access system has some good features of each system. However it has a problem of hit between multiple users. If the designed frequency hopping patterns are inadequate, the quality of the multiple access system is degraded due to the frequent hit. In this paper, we propose an adaptive hopping pattern control system which is able to avoid the multiple access interference of hit. The proposed system decreases the influence of hit and increases the user capacity in the cell. And this adaptive hopping pattern control is applied to both single-cell and multi-cell systems. By computer simulation to evaluate the performance of this system, we found that this system is effective in increasing the multiple access capability.;;;;;;;;;;;;;;;;;;;0916-8516;1745-1345;;;;SEP;1996;E79B;9;;;;;1256;1261;;;;;;;;;;;;;;;;WOS:A1996VJ87300012;
C;"Sun, F; Lu, L; Sorensen, TB";;;IEEE;"Sun, Fan; Lu, Lu; Sorensen, Troels B.";;;Designs of precoding for LTE TDD using cell specific reference signals;2010 IEEE GLOBECOM WORKSHOPS;IEEE Globecom Workshops;;;;Globecom Workshops;DEC 05-10, 2010;Miami, FL;;;;;We design non-codebook-based Multiple-Input Multiple-Output (MIMO) precoding schemes using multiple cell-specific reference signals patterns for the time division duplex (TDD) mode of LTE, where channel reciprocity can be exploited. Previously proposed non-codebook-based precoding schemes typically use UE specific reference signals for demodulation. Cell specific reference signals are however always allocated for the transmission of common control signalling, mobility measurements and downlink channel quality measurements. In order to save the resources occupied by UE specific reference signals, and to simplify UE implementation, a precoder-estimation scheme and a codebook-assisted scheme are designed. The codebook-assisted scheme has the novelty of using a codebook in equalization. Link throughput simulations indicate that the codebook-assisted scheme is preferable compared to the precoder-estimation scheme and the scheme using UE specific reference signals in scenarios with moderate UE velocity.;;;;;;;;;;;;;;;;;;;2166-0069;;978-1-4244-8865-0;;;;2010;;;;;;;871;875;;10.1109/GLOCOMW.2010.5700449;http://dx.doi.org/10.1109/GLOCOMW.2010.5700449;;;;;;;;;;;;;WOS:000291611300164;
J;"Kothandaraman, S; Dar, JA; Sundarapandian, S; Dayanandan, S; Khan, ML";;;;"Kothandaraman, Subashree; Dar, Javid Ahmad; Sundarapandian, Somaiah; Dayanandan, Selvadurai; Khan, Mohammed Latif";;;Ecosystem-level carbon storage and its links to diversity, structural and environmental drivers in tropical forests of Western Ghats, India;SCIENTIFIC REPORTS;;;;;;;;;;;;Tropical forests are rich in biodiversity with great potential for carbon (C) storage. We estimated ecosystem-level C stock using data from 70 forest plots in three major forest types: tropical dry deciduous (TDD I and TDD II), tropical semi-evergreen (TSE I and TSE II) and tropical evergreen forests (TEF I, TEF II and TEF III) of Kanyakumari Wildlife Sanctuary, Western Ghats, India. The average C stock in these forests was 336.8 Mg C/ha, of which 231.3, 3.0, 2.4, 15.2 and 84.9 Mg C/ha were stored in woody vegetation, understorey, litter, deadwood and soil respectively. The live vegetation, detritus and soil contributed 65.5%, 5.5% and 29% respectively to the total ecosystem-level C stock and distributed in forest types in the order: TEF III>TEF II>TEF I>TSE I>TDD II>TSE II>TDD I. The plant diversity, structural attributes and environmental factors showed significant positive correlations with C stocks and accounted for 6.7, 77.2 and 16% of variance. These findings indicate that the tropical forests in the Western Ghats store large amount of C, and resulting data are invaluable for planning and monitoring forest conservation and management programs to enhance C storage in tropical forests.;;;;;Dar, Javid Ahmad/FBU-2730-2022;"Dar, Javid Ahmad/0000-0002-2018-8376; KHAN, MOHAMMED LATIF/0000-0001-6849-0307; somaiah, sundarapandian/0000-0001-7860-091X";;;;;;;;;;;;;2045-2322;;;;;AUG 10;2020;10;1;;;;;;;13444;10.1038/s41598-020-70313-6;http://dx.doi.org/10.1038/s41598-020-70313-6;;;;;;;;32778785;;;;;WOS:000561123700020;
C;"Nasreddine, J; Hassan, SE";;;IEEE;"Nasreddine, Jad; Hassan, Samer El Hajj";;;Interference Mitigation and Traffic Adaptation Using Cell Clustering For LTE-TDD Systems;2016 IEEE INTERNATIONAL MULTIDISCIPLINARY CONFERENCE ON ENGINEERING TECHNOLOGY (IMCET);;;;;IEEE International Multidisciplinary Conference on Engineering Technology (IMCET);NOV 02-04, 2016;Beirut, LEBANON;IEEE;;;;Dynamic time-division duplex (TDD) mode has been suggested to be used in LTE systems for small-sized cells with asymmetric traffic. Despite its flexibility, the TDD mode suffers from sophisticated interference patterns, i.e. mobile-tomobile and Base station-to-Base Station interference. In order to solve this problem, the 3GPP has specified a set of methods for interference mitigation and traffic adaptation (IMTA). Cell clustering is one of these methods, where cells are organized in clusters. Inside each cluster, cells shall have the same frame configuration. The cells are assigned to clusters using specified rules that have to take into account interference levels and traffic asymmetry. In this paper, we propose methods for cell clustering in the context of IMTA. Simulation results have shown that the proposed methods outperform existing methods, especially in uplink.;;;;;nasreddine, jad/U-2556-2019;Nasreddine, Jad/0000-0002-1711-3007;;;;;;;;;;;;;;;978-1-5090-5281-3;;;;2016;;;;;;;155;159;;;;;;;;;;;;;;;;WOS:000391420500028;
J;"Martínez, I; Jin, WL";;;;"Martinez, Irene; Jin, Wen-Long";;;On Time-Dependent Trip Distance Distribution with For-Hire Vehicle Trips in Chicago;TRANSPORTATION RESEARCH RECORD;;;;;;;;;;;;For transportation system analysis in a new space dimension with respect to individual trips' remaining distances, vehicle trips demand has two main components: the departure time and the trip distance. In particular, the trip distance distribution (TDD) is a direct input to the bathtub model in the new space dimension, and is a very important variable to consider in many applications, such as the development of distance-based congestion pricing strategies or mileage tax. For a good understanding of the demand pattern, both the distribution of trip initiation and trip distance should be calibrated from real data. In this paper, it is assumed that the demand pattern can be described by the joint distribution of trip distance and departure time. In other words, TDD is assumed to be time-dependent, and a calibration and validation methodology of the joint probability is proposed, based on log-likelihood maximization and the Kolmogorov-Smirnov test. The calibration method is applied to empirical for-hire vehicle trips in Chicago, and it is concluded that TDD varies more within a day than across weekdays. The hypothesis that TDD follows a negative exponential, log-normal, or Gamma distribution is rejected. However, the best fit is systematically observed for the time-dependent log-normal probability density function. In the future, other trip distributions should be considered and also non-parametric probability density estimation should be explored for a better understanding of the demand pattern.;;;;;Jin, Wen-Long/F-3241-2012;"Jin, Wen-Long/0000-0002-5413-8377; Martinez, Irene/0000-0002-3052-4791";;;;;;;;;;;;;0361-1981;2169-4052;;;;NOV;2021;2675;11;;;;;915;934;3611981211021550;10.1177/03611981211021552;http://dx.doi.org/10.1177/03611981211021552;;JUL 2021;;;;;;;;;;;WOS:000683444200001;
J;"Xu, FJ; Zhang, LS; Xie, N; Wang, MX; Sun, YH; Liu, BY; Ge, WK; Wang, XQ; Shen, B";;;;"Xu, F. J.; Zhang, L. S.; Xie, N.; Wang, M. X.; Sun, Y. H.; Liu, B. Y.; Ge, W. K.; Wang, X. Q.; Shen, B.";;;Realization of low dislocation density AlN on a small-coalescence-area nano-patterned sapphire substrate;CRYSTENGCOMM;;;;;;;;;;;;Growth behaviors of AlN on hexagonal configuration hole-type and truncated-cone-pillar-type nanopatterned sapphire substrates (NPSSs) have been investigated. It is found that threading dislocation density (TDD) of AlN grown on the hole-type NPSS reaches 4.87 x 108 cm -2, which is over one order of magnitude lower than the value 6.63 x 109 cm -2 on the pillar-type one with the same period and mesa width. It is verified that the TDD of AlN grown on NPSSs is greatly dominated by the area ratio of the coalescence zones and thus the NPSS pattern with a small coalescence area (SCA) ratio is the preferred choice for highquality AlN epitaxy. Benefiting from the low-TDD AlN grown on the hole-type NPSS with an SCA, the internal quantum efficiency of the 281 nm AlGaN-based multiple quantum wells has reached 73.9% at 300 K.;;;;;Wang, Xinqiang/AAG-9939-2020;"Wang, Xinqiang/0000-0001-5514-8588; Wang, Mingxing/0000-0003-4762-1632; Xu, Fujun/0000-0002-0751-6566";;;;;;;;;;;;;1466-8033;;;;;APR 21;2019;21;15;;;;;2490;2494;;10.1039/c8ce01788c;http://dx.doi.org/10.1039/c8ce01788c;;;;;;;;;;;;;WOS:000471033200015;
J;"Chen, B; Wei, YY; Li, XJ; Cao, RZ; Jin, P";;;;"Chen, Biao; Wei, Yeyan; Li, Xiujie; Cao, Runze; Jin, Peng";;;Numerical modeling of tubular daylighting devices;OPTIK;;;;;;;;;;;;Tubular daylighting device (TDD) or light pipe is an effective way of energy saving and has been found increasing acceptance for indoor lighting. This article presents a new method to evaluate the TDD's optical performance by the output luminous flux. The method is using position (alpha, d) and angular distribution of luminous flux (phi, theta, Phi) information to describe the optical properties of the TDD's light collecting cover. With the optical information, the ray tracing simulates the output luminous flux basing on the structural and reflectivity of the light pipe. Our method makes a complete optical description of light ray passing through a top cover, thus enable the subsequent ray tracing of light pipe. As an application, lambertian beam pattern is used as light source which goes through from the cover, and then the results on various length to diameter ratios of light pipes are compared. (C) 2017 Published by Elsevier GmbH.;;;;;"Jin, Peng/IAP-3718-2023; LI, Xiujie/IWD-4809-2023";"Jin, Peng/0000-0002-4440-5240; Li, Xiujie/0000-0001-8221-0279";;;;;;;;;;;;;0030-4026;;;;;;2017;145;;;;;;95;98;;10.1016/j.ijleo.2017.06.074;http://dx.doi.org/10.1016/j.ijleo.2017.06.074;;;;;;;;;;;;;WOS:000411301600016;
J;"Masuda, Y; Jinbo, Y; Yonezawa, T; Koumoto, K";;;;"Masuda, Y; Jinbo, Y; Yonezawa, T; Koumoto, K";;;Templated site-selective deposition of titanium dioxide on self-assembled monolayers;CHEMISTRY OF MATERIALS;;;;;;;;;;;;TiO2 thin films were grown on several kinds of SAMs (self-assembled monolayers) using TC (titanium tetrachloride), TDD (titanium dichloride diethoxide), or TE (titanium tetraethoxide) as a starting material. We discussed the thin film formation mechanism and improvement of feature edge acuity through controlling the reactivity by changing functional groups of starting material and the surface functional groups of SAMs. The deposition of TiO2 from TC or TDD solution was promoted in the silanol group, and the deposition was suppressed on OTS (octadecyltrichloro-silane) SAM. On the other hand, TE was deposited regardless of the type of surface functional group in the whole area of patterned SAMs. The silanol group, which has high hydrophilicity, accelerated the growth of TiO2, and the OTS SAM, which has hydrophobicity, suppressed the growth of TiO2. It is also clarified that the chlorine atom in the starting material has high reactivity with silanol groups of SAMs.;;;;;"Yonezawa, Tetsu/E-5514-2012; Masuda, Yoshitake/I-3882-2012";Masuda, Yoshitake/0000-0002-4710-1306;;;;;;;;;;;;;0897-4756;1520-5002;;;;MAR;2002;14;3;;;;;1236;1241;;10.1021/cm0107528;http://dx.doi.org/10.1021/cm0107528;;;;;;;;;;;;;WOS:000174534800045;
